# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  161       6.274005131096e-08       1.351954076280e-11      -5.997626240034e-10       0.000000000000e+00       2.841901167980e-10       5.425224299860e-11      -3.335389726590e-13 
  162       6.313836474160e-08       1.339705820587e-11      -5.964519529944e-10       0.000000000000e+00       2.790101234271e-10       5.346837926135e-11      -3.268065457473e-13 
  163       6.353264387842e-08       1.327083463556e-11      -5.927845701092e-10       0.000000000000e+00       2.739397273041e-10       5.269644774911e-11      -3.200986449256e-13 
  164       6.392278308191e-08       1.314110011247e-11      -5.887583396874e-10       0.000000000000e+00       2.689790214996e-10       5.193664539006e-11      -3.134187846770e-13 
  165       6.430867502387e-08       1.300809591564e-11      -5.843713256575e-10       0.000000000000e+00       2.641277922879e-10       5.118913593549e-11      -3.067704112442e-13 
  166       6.469021065807e-08       1.287207469628e-11      -5.796217954932e-10       0.000000000000e+00       2.593855124382e-10       5.045404915939e-11      -3.001568997755e-13 
  167       6.506727919076e-08       1.273330063141e-11      -5.745082241687e-10       0.000000000000e+00       2.547513345063e-10       4.973148005811e-11      -2.935815514723e-13 
  168       6.543976805132e-08       1.259204957762e-11      -5.690292981150e-10       0.000000000000e+00       2.502240841261e-10       4.902148805000e-11      -2.870475907353e-13 
  169       6.580756286278e-08       1.244860922473e-11      -5.631839191756e-10       0.000000000000e+00       2.458022533012e-10       4.832409617501e-11      -2.805581623115e-13 
  170       6.617054741244e-08       1.230327924949e-11      -5.569712085621e-10       0.000000000000e+00       2.414839936965e-10       4.763929029438e-11      -2.741163284408e-13 
